,value,region,datetime,prediction
116,59.0,1075,2016-06-05 20:00:00,78.29735605261158
117,61.0,1075,2016-06-05 21:00:00,59.85562927485543
118,51.0,1075,2016-06-05 22:00:00,52.622206489590646
119,52.0,1075,2016-06-05 23:00:00,35.58670260124674
120,37.0,1075,2016-06-06 00:00:00,16.803003688520718
121,9.0,1075,2016-06-06 01:00:00,1.7704525891809633
122,2.0,1075,2016-06-06 02:00:00,0.00983029692167836
123,3.0,1075,2016-06-06 03:00:00,3.5458652263040427
124,7.0,1075,2016-06-06 04:00:00,7.464732119222631
125,11.0,1075,2016-06-06 05:00:00,14.802487286348924
126,21.0,1075,2016-06-06 06:00:00,28.830632454358817
127,31.0,1075,2016-06-06 07:00:00,44.0703698274876
128,68.0,1075,2016-06-06 08:00:00,50.503929605588425
129,60.0,1075,2016-06-06 09:00:00,56.804947636212084
130,60.0,1075,2016-06-06 10:00:00,74.9607935719782
131,92.0,1075,2016-06-06 11:00:00,98.8768254733518
132,114.0,1075,2016-06-06 12:00:00,106.96809905654663
133,112.0,1075,2016-06-06 13:00:00,112.090439412248
134,118.0,1075,2016-06-06 14:00:00,99.44488454947748
135,117.0,1075,2016-06-06 15:00:00,97.58797961957674
136,89.0,1075,2016-06-06 16:00:00,103.88744818124631
137,124.0,1075,2016-06-06 17:00:00,115.95749729169863
138,130.0,1075,2016-06-06 18:00:00,93.9885135520257
139,104.0,1075,2016-06-06 19:00:00,81.6369879584732
140,97.0,1075,2016-06-06 20:00:00,82.46836039288914
141,119.0,1075,2016-06-06 21:00:00,76.42831083544371
142,99.0,1075,2016-06-06 22:00:00,58.35737162134035
143,42.0,1075,2016-06-06 23:00:00,21.488903390029662
144,17.0,1075,2016-06-07 00:00:00,6.886462753648972
145,17.0,1075,2016-06-07 01:00:00,7.476039747155398
146,8.0,1075,2016-06-07 02:00:00,2.9309312596136463
147,4.0,1075,2016-06-07 03:00:00,3.2662007168578264
148,6.0,1075,2016-06-07 04:00:00,11.301501013916711
149,11.0,1075,2016-06-07 05:00:00,23.084889742931754
150,19.0,1075,2016-06-07 06:00:00,38.20713891059626
151,42.0,1075,2016-06-07 07:00:00,70.16454295883797
152,85.0,1075,2016-06-07 08:00:00,70.11325374036618
153,77.0,1075,2016-06-07 09:00:00,66.24505493590479
154,53.0,1075,2016-06-07 10:00:00,76.83199128402944
155,83.0,1075,2016-06-07 11:00:00,101.40533224621895
156,118.0,1075,2016-06-07 12:00:00,117.72155070191013
157,129.0,1075,2016-06-07 13:00:00,129.07752530677305
158,112.0,1075,2016-06-07 14:00:00,107.25378314551035
159,110.0,1075,2016-06-07 15:00:00,93.5134125262944
160,85.0,1075,2016-06-07 16:00:00,99.16444800169478
161,78.0,1075,2016-06-07 17:00:00,102.82200683946688
162,114.0,1075,2016-06-07 18:00:00,106.57805278977408
163,97.0,1075,2016-06-07 19:00:00,97.18696476176508
164,98.0,1075,2016-06-07 20:00:00,102.63662472317198
165,132.0,1075,2016-06-07 21:00:00,103.36987264440752
166,106.0,1075,2016-06-07 22:00:00,66.95132250340333
167,43.0,1075,2016-06-07 23:00:00,26.240146250291986
168,39.0,1075,2016-06-08 00:00:00,20.98393645468445
169,23.0,1075,2016-06-08 01:00:00,10.824940384763485
170,6.0,1075,2016-06-08 02:00:00,2.070219893342618
171,7.0,1075,2016-06-08 03:00:00,4.350384192876672
172,7.0,1075,2016-06-08 04:00:00,11.174115813630099
173,9.0,1075,2016-06-08 05:00:00,22.26515735914451
174,27.0,1075,2016-06-08 06:00:00,43.38084313508776
175,45.0,1075,2016-06-08 07:00:00,72.69994299472476
176,91.0,1075,2016-06-08 08:00:00,75.24209963178541
177,54.0,1075,2016-06-08 09:00:00,56.366666718290574
178,84.0,1075,2016-06-08 10:00:00,93.55731583133837
179,81.0,1075,2016-06-08 11:00:00,91.70001293662676
180,104.0,1075,2016-06-08 12:00:00,111.62087967591856
181,126.0,1075,2016-06-08 13:00:00,122.51402493244892
182,93.0,1075,2016-06-08 14:00:00,91.88409121220526
183,63.0,1075,2016-06-08 15:00:00,66.41543572860168
184,57.0,1075,2016-06-08 16:00:00,79.48680746403156
185,82.0,1075,2016-06-08 17:00:00,106.02535551980593
186,86.0,1075,2016-06-08 18:00:00,91.12043282430977
187,92.0,1075,2016-06-08 19:00:00,97.78040010474199
188,96.0,1075,2016-06-08 20:00:00,117.35114565949108
189,121.0,1075,2016-06-08 21:00:00,100.08975476685323
190,99.0,1075,2016-06-08 22:00:00,70.3863427965548
191,75.0,1075,2016-06-08 23:00:00,48.225839223644364
192,37.0,1075,2016-06-09 00:00:00,19.980440836392965
193,16.0,1075,2016-06-09 01:00:00,7.8131154074876035
194,7.0,1075,2016-06-09 02:00:00,4.666189839434745
195,5.0,1075,2016-06-09 03:00:00,5.127629596860109
196,7.0,1075,2016-06-09 04:00:00,11.54153557738278
197,11.0,1075,2016-06-09 05:00:00,24.371031897271504
198,34.0,1075,2016-06-09 06:00:00,56.53088665188233
199,50.0,1075,2016-06-09 07:00:00,78.81837302515116
200,67.0,1075,2016-06-09 08:00:00,66.11056023351384
201,74.0,1075,2016-06-09 09:00:00,74.64195559739733
202,50.0,1075,2016-06-09 10:00:00,78.18255928528345
203,99.0,1075,2016-06-09 11:00:00,104.79425112679796
204,109.0,1075,2016-06-09 12:00:00,109.22511057754421
205,115.0,1075,2016-06-09 13:00:00,112.8605784205933
206,118.0,1075,2016-06-09 14:00:00,97.599361968049
207,100.0,1075,2016-06-09 15:00:00,79.8285561738758
208,75.0,1075,2016-06-09 16:00:00,89.36803166197178
209,84.0,1075,2016-06-09 17:00:00,100.7385592318025
210,111.0,1075,2016-06-09 18:00:00,106.71338816797777
211,126.0,1075,2016-06-09 19:00:00,116.93905225629877
212,103.0,1075,2016-06-09 20:00:00,119.02196882092228
213,125.0,1075,2016-06-09 21:00:00,106.43329711217173
214,133.0,1075,2016-06-09 22:00:00,95.86553364699787
215,87.0,1075,2016-06-09 23:00:00,58.497275534689436
216,66.0,1075,2016-06-10 00:00:00,32.878715351682764
217,21.0,1075,2016-06-10 01:00:00,14.480792203239934
218,10.0,1075,2016-06-10 02:00:00,9.367632167049255
219,3.0,1075,2016-06-10 03:00:00,4.506991608377081
220,12.0,1075,2016-06-10 04:00:00,14.737731384378606
221,6.0,1075,2016-06-10 05:00:00,24.51770675736264
222,34.0,1075,2016-06-10 06:00:00,51.722620170141255
223,59.0,1075,2016-06-10 07:00:00,83.59198660119753
224,77.0,1075,2016-06-10 08:00:00,73.78681682900655
225,112.0,1075,2016-06-10 09:00:00,87.0947836379131
226,111.0,1075,2016-06-10 10:00:00,109.19908982467396
227,117.0,1075,2016-06-10 11:00:00,117.16300372806863
228,124.0,1075,2016-06-10 12:00:00,121.63018478772976
229,115.0,1075,2016-06-10 13:00:00,120.58151205726195
230,127.0,1075,2016-06-10 14:00:00,112.93730748833558
231,99.0,1075,2016-06-10 15:00:00,85.05573810765351
232,75.0,1075,2016-06-10 16:00:00,94.4196179170017
233,103.0,1075,2016-06-10 17:00:00,114.45435071522124
234,145.0,1075,2016-06-10 18:00:00,126.16511729520701
235,152.0,1075,2016-06-10 19:00:00,120.51267539873129
236,115.0,1075,2016-06-10 20:00:00,122.56116949213775
237,122.0,1075,2016-06-10 21:00:00,105.07961404612986
238,99.0,1075,2016-06-10 22:00:00,86.54194599667234
239,98.0,1075,2016-06-10 23:00:00,72.15873473760692
240,73.0,1075,2016-06-11 00:00:00,43.27354157707224
241,50.0,1075,2016-06-11 01:00:00,31.799774640908467
242,22.0,1075,2016-06-11 02:00:00,14.43812762135283
243,9.0,1075,2016-06-11 03:00:00,9.605703598940265
244,10.0,1075,2016-06-11 04:00:00,11.859079857446355
245,6.0,1075,2016-06-11 05:00:00,22.589699452899954
246,21.0,1075,2016-06-11 06:00:00,40.060329048077534
247,23.0,1075,2016-06-11 07:00:00,47.18533545622521
248,24.0,1075,2016-06-11 08:00:00,45.403075501600846
249,29.0,1075,2016-06-11 09:00:00,55.79539963165637
250,56.0,1075,2016-06-11 10:00:00,85.51220260472793
251,70.0,1075,2016-06-11 11:00:00,94.35881655868091
252,97.0,1075,2016-06-11 12:00:00,124.3749210270986
253,116.0,1075,2016-06-11 13:00:00,133.18226827467225
254,139.0,1075,2016-06-11 14:00:00,131.30547920235034
255,132.0,1075,2016-06-11 15:00:00,121.90799944687029
256,154.0,1075,2016-06-11 16:00:00,150.36564195711745
257,153.0,1075,2016-06-11 17:00:00,145.43939230718559
258,159.0,1075,2016-06-11 18:00:00,130.90504499576753
259,139.0,1075,2016-06-11 19:00:00,117.67860411291092
260,106.0,1075,2016-06-11 20:00:00,118.26469301576405
261,99.0,1075,2016-06-11 21:00:00,93.06156026709186
262,87.0,1075,2016-06-11 22:00:00,86.08840865976956
263,93.0,1075,2016-06-11 23:00:00,69.45031868984465
264,59.0,1075,2016-06-12 00:00:00,40.23935610348872
265,28.0,1075,2016-06-12 01:00:00,18.674619236602947
266,22.0,1075,2016-06-12 02:00:00,15.528333082034536
267,4.0,1075,2016-06-12 03:00:00,8.5173666193269
268,9.0,1075,2016-06-12 04:00:00,9.069836898463564
269,9.0,1075,2016-06-12 05:00:00,16.803167198904546
270,10.0,1075,2016-06-12 06:00:00,23.87393514391532
271,9.0,1075,2016-06-12 07:00:00,30.306561040076787
272,25.0,1075,2016-06-12 08:00:00,26.18686191894934
273,33.0,1075,2016-06-12 09:00:00,43.86295037861573
274,51.0,1075,2016-06-12 10:00:00,74.32281782581033
275,93.0,1075,2016-06-12 11:00:00,92.13989336573486
276,106.0,1075,2016-06-12 12:00:00,99.5379863069926
277,131.0,1075,2016-06-12 13:00:00,110.48048489941776
278,107.0,1075,2016-06-12 14:00:00,94.87784159731692
279,116.0,1075,2016-06-12 15:00:00,94.37341389425337
280,133.0,1075,2016-06-12 16:00:00,121.86112163454807
281,149.0,1075,2016-06-12 17:00:00,126.22544002396413
282,125.0,1075,2016-06-12 18:00:00,96.04308991737228
283,91.0,1075,2016-06-12 19:00:00,77.13184408513976
284,62.0,1075,2016-06-12 20:00:00,70.62448187762061
285,51.0,1075,2016-06-12 21:00:00,48.676377897082176
286,40.0,1075,2016-06-12 22:00:00,39.15065500652466
287,30.0,1075,2016-06-12 23:00:00,23.327010958454327
288,19.0,1075,2016-06-13 00:00:00,6.183518010142534
289,11.0,1075,2016-06-13 01:00:00,3.6988251781981165
290,6.0,1075,2016-06-13 02:00:00,2.07202422206548
291,2.0,1075,2016-06-13 03:00:00,3.7603257366938134
292,5.0,1075,2016-06-13 04:00:00,8.35453996537621
293,7.0,1075,2016-06-13 05:00:00,17.22106538449973
294,20.0,1075,2016-06-13 06:00:00,31.456167884872908
295,47.0,1075,2016-06-13 07:00:00,63.53737235605522
296,64.0,1075,2016-06-13 08:00:00,58.422392438770075
297,58.0,1075,2016-06-13 09:00:00,58.55834347391522
298,47.0,1075,2016-06-13 10:00:00,78.24801506174633
299,63.0,1075,2016-06-13 11:00:00,94.604339127387
300,78.0,1075,2016-06-13 12:00:00,102.16478824756527
301,101.0,1075,2016-06-13 13:00:00,109.31176843569263
302,102.0,1075,2016-06-13 14:00:00,104.36526119780814
303,112.0,1075,2016-06-13 15:00:00,99.18208036398535
304,101.0,1075,2016-06-13 16:00:00,117.45043024223308
305,95.0,1075,2016-06-13 17:00:00,114.96831024939294
306,103.0,1075,2016-06-13 18:00:00,96.45299124139305
307,81.0,1075,2016-06-13 19:00:00,81.66549016005331
308,96.0,1075,2016-06-13 20:00:00,101.5294428470306
309,86.0,1075,2016-06-13 21:00:00,76.4350619829945
310,60.0,1075,2016-06-13 22:00:00,42.08270340393753
311,36.0,1075,2016-06-13 23:00:00,19.41115118052664
312,23.0,1075,2016-06-14 00:00:00,11.661138339838905
313,14.0,1075,2016-06-14 01:00:00,5.249008941833655
314,8.0,1075,2016-06-14 02:00:00,3.4931285098342637
315,2.0,1075,2016-06-14 03:00:00,3.5595280067500714
316,4.0,1075,2016-06-14 04:00:00,8.540464459893624
317,6.0,1075,2016-06-14 05:00:00,19.293234899422515
318,29.0,1075,2016-06-14 06:00:00,45.035575191030134
319,55.0,1075,2016-06-14 07:00:00,78.12447723169099
320,52.0,1075,2016-06-14 08:00:00,59.23694755459075
321,65.0,1075,2016-06-14 09:00:00,62.021380881259155
322,55.0,1075,2016-06-14 10:00:00,75.10105433227541
323,68.0,1075,2016-06-14 11:00:00,93.95685221976952
324,85.0,1075,2016-06-14 12:00:00,106.74279556302042
325,116.0,1075,2016-06-14 13:00:00,114.70141804201998
326,120.0,1075,2016-06-14 14:00:00,108.69240811204706
327,106.0,1075,2016-06-14 15:00:00,90.66750935869764
328,69.0,1075,2016-06-14 16:00:00,83.95293402334498
329,98.0,1075,2016-06-14 17:00:00,109.37270410322711
330,111.0,1075,2016-06-14 18:00:00,97.01349402833435
331,117.0,1075,2016-06-14 19:00:00,103.86399826764296
332,114.0,1075,2016-06-14 20:00:00,118.45784251194573
333,122.0,1075,2016-06-14 21:00:00,100.16471472395011
334,84.0,1075,2016-06-14 22:00:00,57.242857196940506
335,64.0,1075,2016-06-14 23:00:00,40.1193428938213
336,30.0,1075,2016-06-15 00:00:00,16.097889495457636
337,19.0,1075,2016-06-15 01:00:00,8.11963548885155
338,9.0,1075,2016-06-15 02:00:00,4.1633885358775
339,8.0,1075,2016-06-15 03:00:00,6.736225998700354
340,6.0,1075,2016-06-15 04:00:00,9.030485096079484
341,5.0,1075,2016-06-15 05:00:00,23.13214767715927
342,23.0,1075,2016-06-15 06:00:00,43.908638804989145
343,46.0,1075,2016-06-15 07:00:00,72.89138880071994
344,78.0,1075,2016-06-15 08:00:00,66.69070591382066
345,67.0,1075,2016-06-15 09:00:00,69.66907176091496
346,57.0,1075,2016-06-15 10:00:00,78.05597182123552
347,92.0,1075,2016-06-15 11:00:00,103.54172493034756
348,91.0,1075,2016-06-15 12:00:00,111.39047290521056
349,102.0,1075,2016-06-15 13:00:00,104.62309225524052
350,109.0,1075,2016-06-15 14:00:00,91.37967148139829
351,106.0,1075,2016-06-15 15:00:00,80.43171747932189
352,76.0,1075,2016-06-15 16:00:00,89.02349123242935
353,94.0,1075,2016-06-15 17:00:00,101.32576909373705
354,119.0,1075,2016-06-15 18:00:00,105.76919838220628
355,108.0,1075,2016-06-15 19:00:00,100.96728730033695
356,108.0,1075,2016-06-15 20:00:00,117.2025965135443
357,177.0,1075,2016-06-15 21:00:00,129.47780838367106
358,152.0,1075,2016-06-15 22:00:00,102.04098192150221
359,120.0,1075,2016-06-15 23:00:00,68.13730600308772
360,95.0,1075,2016-06-16 00:00:00,46.69054321993839
361,23.0,1075,2016-06-16 01:00:00,11.801027231670682
362,6.0,1075,2016-06-16 02:00:00,3.662818756519007
363,1.0,1075,2016-06-16 03:00:00,4.159850549883716
364,10.0,1075,2016-06-16 04:00:00,12.251613850207347
365,17.0,1075,2016-06-16 05:00:00,30.60502492458281
366,24.0,1075,2016-06-16 06:00:00,48.72769373112715
367,55.0,1075,2016-06-16 07:00:00,79.17312374661233
368,88.0,1075,2016-06-16 08:00:00,83.60729388787784
369,70.0,1075,2016-06-16 09:00:00,67.98382978067971
370,78.0,1075,2016-06-16 10:00:00,98.8325871966407
371,65.0,1075,2016-06-16 11:00:00,94.70575409767125
372,104.0,1075,2016-06-16 12:00:00,113.83674694863831
373,107.0,1075,2016-06-16 13:00:00,112.46166564047483
374,98.0,1075,2016-06-16 14:00:00,96.57355541306177
375,89.0,1075,2016-06-16 15:00:00,76.91989832908463
376,69.0,1075,2016-06-16 16:00:00,87.15503443787779
377,87.0,1075,2016-06-16 17:00:00,106.63659434081472
378,89.0,1075,2016-06-16 18:00:00,100.45525094044535
379,126.0,1075,2016-06-16 19:00:00,112.46982798722551
380,114.0,1075,2016-06-16 20:00:00,127.65300179832005
381,111.0,1075,2016-06-16 21:00:00,113.27439557921514
382,113.0,1075,2016-06-16 22:00:00,93.67193314061396
383,100.0,1075,2016-06-16 23:00:00,74.94739082488424
384,45.0,1075,2016-06-17 00:00:00,23.8108023562656
385,20.0,1075,2016-06-17 01:00:00,10.161622525242787
386,16.0,1075,2016-06-17 02:00:00,7.878678061696182
387,10.0,1075,2016-06-17 03:00:00,9.941214602302537
388,5.0,1075,2016-06-17 04:00:00,8.527124245307983
389,15.0,1075,2016-06-17 05:00:00,29.94006365647904
390,32.0,1075,2016-06-17 06:00:00,53.62411236517379
391,34.0,1075,2016-06-17 07:00:00,67.36244072330766
392,74.0,1075,2016-06-17 08:00:00,81.84297035249064
393,58.0,1075,2016-06-17 09:00:00,77.62523068455944
394,58.0,1075,2016-06-17 10:00:00,86.34207438391766
395,75.0,1075,2016-06-17 11:00:00,102.16614902179177
396,101.0,1075,2016-06-17 12:00:00,111.93805795159102
397,108.0,1075,2016-06-17 13:00:00,114.48233502334654
398,99.0,1075,2016-06-17 14:00:00,94.65968867010528
399,90.0,1075,2016-06-17 15:00:00,78.56566008188773
400,74.0,1075,2016-06-17 16:00:00,93.6589731189574
401,86.0,1075,2016-06-17 17:00:00,111.01119431367552
402,109.0,1075,2016-06-17 18:00:00,118.31445391129805
403,106.0,1075,2016-06-17 19:00:00,104.40529320736928
404,97.0,1075,2016-06-17 20:00:00,107.47766767083814
405,101.0,1075,2016-06-17 21:00:00,91.34589155357212
406,136.0,1075,2016-06-17 22:00:00,103.24297700877868
407,114.0,1075,2016-06-17 23:00:00,72.23431030357209
408,73.0,1075,2016-06-18 00:00:00,42.65704640840462
409,49.0,1075,2016-06-18 01:00:00,27.079095837414755
410,31.0,1075,2016-06-18 02:00:00,16.079938085301688
411,19.0,1075,2016-06-18 03:00:00,10.497031074820184
412,17.0,1075,2016-06-18 04:00:00,12.155855944161944
413,16.0,1075,2016-06-18 05:00:00,24.768114779958605
414,14.0,1075,2016-06-18 06:00:00,28.994089511050753
415,34.0,1075,2016-06-18 07:00:00,49.53311313945692
416,22.0,1075,2016-06-18 08:00:00,31.83610975309818
417,50.0,1075,2016-06-18 09:00:00,56.73142155223051
418,56.0,1075,2016-06-18 10:00:00,76.17313543778694
419,61.0,1075,2016-06-18 11:00:00,90.05127998780856
420,108.0,1075,2016-06-18 12:00:00,117.58408082900343
421,156.0,1075,2016-06-18 13:00:00,142.46560285908683
422,140.0,1075,2016-06-18 14:00:00,124.26350046709808
423,159.0,1075,2016-06-18 15:00:00,135.43429362653134
424,150.0,1075,2016-06-18 16:00:00,146.47907376875816
425,167.0,1075,2016-06-18 17:00:00,157.64670701317615
426,185.0,1075,2016-06-18 18:00:00,146.64704187451053
427,151.0,1075,2016-06-18 19:00:00,119.6727704145792
428,135.0,1075,2016-06-18 20:00:00,118.73661474290058
429,141.0,1075,2016-06-18 21:00:00,110.68466473980995
430,142.0,1075,2016-06-18 22:00:00,105.42755350330593
431,123.0,1075,2016-06-18 23:00:00,77.75930727936276
432,112.0,1075,2016-06-19 00:00:00,60.35577922646162
433,48.0,1075,2016-06-19 01:00:00,28.863746309013266
434,23.0,1075,2016-06-19 02:00:00,12.973309782786712
435,7.0,1075,2016-06-19 03:00:00,7.7074633984156
436,10.0,1075,2016-06-19 04:00:00,10.541607391090226
437,10.0,1075,2016-06-19 05:00:00,14.715886588754149
438,10.0,1075,2016-06-19 06:00:00,23.58885370209681
439,17.0,1075,2016-06-19 07:00:00,34.99343593668791
440,22.0,1075,2016-06-19 08:00:00,30.78167862167417
441,34.0,1075,2016-06-19 09:00:00,43.58516085348609
442,50.0,1075,2016-06-19 10:00:00,71.67228007654447
443,78.0,1075,2016-06-19 11:00:00,95.3727336853076
444,96.0,1075,2016-06-19 12:00:00,114.70662500620628
445,137.0,1075,2016-06-19 13:00:00,122.33457510502986
446,135.0,1075,2016-06-19 14:00:00,120.08337257160623
447,150.0,1075,2016-06-19 15:00:00,127.4458562697454
448,143.0,1075,2016-06-19 16:00:00,142.28894160882166
449,141.0,1075,2016-06-19 17:00:00,136.7033608977014
450,122.0,1075,2016-06-19 18:00:00,102.4715570969122
451,109.0,1075,2016-06-19 19:00:00,87.9137937766288
452,63.0,1075,2016-06-19 20:00:00,70.25300900930182
453,79.0,1075,2016-06-19 21:00:00,62.85420440884281
454,38.0,1075,2016-06-19 22:00:00,33.54524128448173
455,41.0,1075,2016-06-19 23:00:00,29.073483379119335
456,9.0,1075,2016-06-20 00:00:00,1.9463544541543936
457,9.0,1075,2016-06-20 01:00:00,3.676271911574479
458,4.0,1075,2016-06-20 02:00:00,0.0
459,2.0,1075,2016-06-20 03:00:00,2.6817462807101577
460,8.0,1075,2016-06-20 04:00:00,7.005293795614952
461,10.0,1075,2016-06-20 05:00:00,18.619421582441547
462,22.0,1075,2016-06-20 06:00:00,37.28889671633054
463,43.0,1075,2016-06-20 07:00:00,57.35807721564349
464,52.0,1075,2016-06-20 08:00:00,50.33249057739914
